,weekly_simple_returns,cumulative_returns
2017-07-01,,1.0
2017-07-08,0.06135455904620858,1.0613545590462086
2017-07-15,-0.26680784522912143,0.7781768361229854
2017-07-22,0.3088324734874871,1.018503113233514
2017-07-29,-0.07067618144650711,0.9465192023987898
2017-08-05,0.1537760182722189,1.0920711565618724
2017-08-12,0.07723170003217568,1.17641366853925
2017-08-19,0.014118203851292423,1.1930225165251338
2017-08-26,0.21404611241256033,1.4483843482079881
2017-09-02,0.08437718420551835,1.5705949411571232
2017-09-09,-0.09715016216610343,1.418011387926447
2017-09-16,-0.15530240870996304,1.197790803803312
2017-09-23,0.05252908669917847,1.2607096607837749
2017-09-30,0.05936062271573865,1.3355461713116474
2017-10-07,0.014303598522277531,1.3546492875540541
2017-10-14,0.10479593237937347,1.4966110226903353
2017-10-21,-0.060254046320330254,1.406434152805635
2017-10-28,-0.03577862690773141,1.356113869982111
2017-11-04,0.02423753739955622,1.3889827306238594
2017-11-11,0.09069107499268979,1.5149510676104188
2017-11-18,0.12142413318677454,1.6989026878153923
2017-11-25,0.21346709685250406,2.06156251241826
2017-12-02,0.13628815591278393,2.342529065534671
2017-12-09,0.19921224559821324,2.8091895410589167
2017-12-16,0.5917153197897885,4.471430028696723
2017-12-23,0.12157034795517549,5.015023333142604
2017-12-30,0.03714013834819521,5.201281993554948
2018-01-06,0.37377839616764985,7.145408835121594
2018-01-13,-0.07012338146151718,6.644348605677867
2018-01-20,-0.14093060056577697,5.707956566311302
2018-01-27,-0.0805145054312949,5.248383266351436
2018-02-03,-0.17150081898242367,4.348281237838517
2018-02-10,-0.01745093214714875,4.272399677000277
2018-02-17,0.16125207471613368,4.961332988933111
2018-02-24,-0.12420478622039262,4.3451116856744925
2018-03-03,0.0297714585127133,4.474471997957656
2018-03-10,-0.1350728532630874,3.8700922983477284
2018-03-17,-0.13761216131762066,3.3375205326734196
2018-03-24,0.03955165618920078,3.469524997306117
2018-03-31,-0.15247817806356573,2.9404981469708824
2018-04-07,-0.008654895916682575,2.9150484415656517
2018-04-14,0.16325920057677376,3.39095691977823
2018-04-21,0.18541400893106547,4.019687836386849
2018-04-28,0.04671583699386217,4.207470918117707
2018-05-05,0.0487101147733198,4.412417309444626
2018-05-12,-0.1314317765352933,3.83248546364924
2018-05-19,-0.029083703309123705,3.721022593487936
2018-05-26,-0.09243504342494603,3.3770697084736736
2018-06-02,0.019814173484808375,3.4439835535476617
2018-06-09,-0.013057117195251162,3.399015056670472
2018-06-16,-0.12313946506310677,2.9804621608506245
2018-06-23,-0.07179783186523492,2.766471439745177
2018-06-30,-0.007526479552544106,2.7456496490212374
