,weekly_simple_returns,cumulative_returns
2017-07-01,,1.0
2017-07-08,0.05684166960028634,1.0568416696002862
2017-07-15,-0.2523709305872337,0.7901255539598963
2017-07-22,0.2912973360715156,1.0202870229904446
2017-07-29,-0.06644083345659452,0.952498302818012
2017-08-05,0.14532739227023722,1.0909223973083804
2017-08-12,0.07291496559586343,1.1704669663758778
2017-08-19,0.013333859192887283,1.1860738080954598
2017-08-26,0.20175387741755696,1.425368797782126
2017-09-02,0.0808612586763428,1.5406259128487745
2017-09-09,-0.09271917250731208,1.3977803530661137
2017-09-16,-0.14667449711496508,1.1927616227029632
2017-09-23,0.04952742460208256,1.2518360340396417
2017-09-30,0.055867699231530954,1.321773233076561
2017-10-07,0.01368405163120325,1.3398604462427233
2017-10-14,0.09930084460677464,1.4729097202098358
2017-10-21,-0.056981336535142174,1.388981355756677
2017-10-28,-0.03379092541285745,1.3420463903644535
2017-11-04,0.022927400242823442,1.372816025100776
2017-11-11,0.08620823749309592,1.4911640750269917
2017-11-18,0.11391984042758685,1.6610372485054166
2017-11-25,0.20216336924958717,1.9968381351123354
2017-12-02,0.12791491475454275,2.2522635149438504
2017-12-09,0.1886911159837645,2.6772456310681214
2017-12-16,0.5552596081923088,4.1638119912095775
2017-12-23,0.11674879574581457,4.649932026895279
2017-12-30,0.03315761914094526,4.804112702074356
2018-01-06,0.3498045013091325,6.484612950056345
2018-01-13,-0.06647353956075916,6.053557774584563
2018-01-20,-0.13212243803041593,5.253746962648472
2018-01-27,-0.07575066637121135,4.855772129282123
2018-02-03,-0.16036202685650086,4.077090668677134
2018-02-10,-0.016325065557010125,4.010531896229106
2018-02-17,0.1505019364017247,4.614124712612468
2018-02-24,-0.11563893889484828,4.080552226917466
2018-03-03,0.02778669461186575,4.19393728549459
2018-03-10,-0.1257133143428882,3.666703529188849
2018-03-17,-0.12909808323637992,3.193339131774499
2018-03-24,0.037645097725381375,3.313552695460434
2018-03-31,-0.142973032199262,2.8398040192384184
2018-04-07,-0.008119483276896603,2.8167462779945485
2018-04-14,0.1530631282561921,3.2478862748083794
2018-04-21,0.173403287322017,3.8110804317082123
2018-04-28,0.04362286898216355,3.977330694061107
2018-05-05,0.04514024270170282,4.156868366895958
2018-05-12,-0.12242100075558336,3.6479803814113274
2018-05-19,-0.027077930667115165,3.5492006215684753
2018-05-26,-0.08628004052994961,3.2429754480906245
2018-06-02,0.018125471990500457,3.301755908740872
2018-06-09,-0.011081492392980619,3.265167525754681
2018-06-16,-0.11583375700090698,2.886950904009161
2018-06-23,-0.06731046737365773,2.6926288893755004
2018-06-30,-0.007093029258831586,2.673529993879985
